 

stn;time;gre000z0;tre200s0;sre000z0
STG;202407010420;3;13.2;0
STG;202407010430;5;13.3;0
STG;202407010440;14;13.5;0
STG;202407010450;26;13.5;0
STG;202407010500;49;13.7;0
STG;202407010510;39;13.7;0
STG;202407010520;33;13.8;0
STG;202407010530;33;13.9;0
STG;202407010540;38;13.8;0
STG;202407010550;44;13.8;0
STG;202407010600;38;13.7;0
STG;202407010610;43;13.7;0
STG;202407010620;51;13.8;0
STG;202407010630;107;14.1;0
STG;202407010640;224;14.3;0
STG;202407010650;166;14.4;0
STG;202407010700;64;14.1;0
STG;202407010710;88;13.5;0
STG;202407010720;152;13.5;0
STG;202407010730;219;13.8;0
STG;202407010740;147;13.7;0
STG;202407010750;183;13.9;0
STG;202407010800;186;13.6;0
STG;202407010810;141;13.4;0
STG;202407010820;107;13.4;0
STG;202407010830;157;13.5;0
STG;202407010840;167;13.4;0
STG;202407010850;190;13.7;0
STG;202407010900;233;14.0;0
STG;202407010910;256;14.2;0
STG;202407010920;210;14.4;0
STG;202407010930;211;14.5;0
STG;202407010940;279;14.9;0
STG;202407010950;344;15.1;0
STG;202407011000;468;15.6;0
STG;202407011010;359;15.7;0
STG;202407011020;679;16.8;4
STG;202407011030;590;16.6;0
STG;202407011040;620;16.7;0
STG;202407011050;691;16.7;2
STG;202407011100;471;16.5;0
STG;202407011110;721;17.2;7
STG;202407011120;554;17.5;4
STG;202407011130;822;17.4;10
STG;202407011140;879;18.1;10
STG;202407011150;960;17.8;10
STG;202407011200;930;18.1;10
STG;202407011210;980;18.2;10
STG;202407011220;989;18.9;10
STG;202407011230;910;18.5;10
STG;202407011240;509;17.9;8
STG;202407011250;768;18.5;9
STG;202407011300;957;19.4;10
STG;202407011310;935;19.6;10
STG;202407011320;900;20.0;10
STG;202407011330;890;19.4;10
STG;202407011340;860;20.4;10
STG;202407011350;852;20.0;10
STG;202407011400;551;18.5;6
STG;202407011410;698;20.4;8
STG;202407011420;968;20.6;10
STG;202407011430;580;20.2;5
STG;202407011440;491;19.8;3
STG;202407011450;511;20.0;4
STG;202407011500;617;19.9;5
STG;202407011510;450;19.5;1
STG;202407011520;694;20.7;9
STG;202407011530;368;19.9;1
STG;202407011540;405;19.8;2
STG;202407011550;672;20.9;10
STG;202407011600;537;20.4;10
STG;202407011610;438;19.8;8
STG;202407011620;447;20.5;8
STG;202407011630;284;19.6;3
STG;202407011640;82;16.6;0
STG;202407011650;27;15.1;0
STG;202407011700;17;14.6;0
STG;202407011710;5;14.6;0
STG;202407011720;6;14.1;0
STG;202407011730;0;14.0;0
STG;202407011740;2;14.2;0
STG;202407011750;11;14.2;0
STG;202407011800;34;14.2;0
STG;202407011810;33;14.3;0
STG;202407011820;37;14.4;0
STG;202407011830;18;14.4;0
STG;202407011840;7;14.3;0
STG;202407011850;2;14.1;0
STG;202407011900;1;14.3;0
STG;202407011910;0;14.1;0
STG;202407011920;0;14.0;0
STG;202407011930;0;14.0;0
STG;202407011940;0;13.9;0
STG;202407011950;0;14.0;0
STG;202407012000;0;14.5;0
STG;202407012010;0;14.0;0
STG;202407012020;0;14.0;0
STG;202407012030;0;13.9;0
STG;202407012040;0;13.9;0
STG;202407012050;0;14.0;0
STG;202407012100;0;14.0;0
STG;202407012110;0;13.9;0
STG;202407012120;0;13.7;0
STG;202407012130;0;13.7;0
STG;202407012140;0;13.6;0
STG;202407012150;0;13.6;0
STG;202407012200;0;13.5;0
STG;202407012210;0;13.5;0
STG;202407012220;0;13.4;0
STG;202407012230;0;13.4;0
STG;202407012240;0;13.5;0
STG;202407012250;0;13.4;0
STG;202407012300;0;13.4;0
STG;202407012310;0;13.4;0
STG;202407012320;0;13.3;0
STG;202407012330;0;13.2;0
STG;202407012340;0;13.1;0
STG;202407012350;0;13.1;0
STG;202407020000;0;13.1;0
STG;202407020010;0;13.1;0
STG;202407020020;0;13.1;0
STG;202407020030;0;12.9;0
STG;202407020040;0;12.9;0
STG;202407020050;0;13.2;0
STG;202407020100;0;12.7;0
STG;202407020110;0;12.5;0
STG;202407020120;0;12.4;0
STG;202407020130;0;12.2;0
STG;202407020140;0;12.3;0
STG;202407020150;0;12.7;0
STG;202407020200;0;12.9;0
STG;202407020210;0;12.8;0
STG;202407020220;0;12.8;0
STG;202407020230;0;12.8;0
STG;202407020240;0;12.5;0
STG;202407020250;0;12.2;0
STG;202407020300;0;12.0;0
STG;202407020310;0;12.0;0
STG;202407020320;0;11.9;0
STG;202407020330;0;12.1;0
STG;202407020340;0;12.1;0
STG;202407020350;2;12.0;0
STG;202407020400;5;12.4;0
STG;202407020410;9;12.3;0
STG;202407020420;15;12.2;0
STG;202407020430;27;11.9;0
STG;202407020440;27;12.1;0
STG;202407020450;39;12.1;0
STG;202407020500;53;12.2;0
STG;202407020510;63;12.4;0
STG;202407020520;94;12.5;0
STG;202407020530;106;12.6;0
STG;202407020540;122;12.8;0
STG;202407020550;127;13.0;0
STG;202407020600;151;13.0;0
STG;202407020610;154;13.1;0
STG;202407020620;161;13.2;0
STG;202407020630;244;13.5;2
STG;202407020640;218;13.4;0
STG;202407020650;174;13.4;0
STG;202407020700;168;13.5;0
STG;202407020710;120;13.3;0
STG;202407020720;119;13.4;0
STG;202407020730;147;13.5;0
STG;202407020740;209;13.8;0
STG;202407020750;211;13.8;0
STG;202407020800;193;13.6;0
STG;202407020810;159;13.7;0
STG;202407020820;106;13.6;0
STG;202407020830;105;13.5;0
STG;202407020840;185;13.6;0
STG;202407020850;229;13.9;0
STG;202407020900;424;14.0;1
STG;202407020910;543;14.2;4
STG;202407020920;231;14.2;0
STG;202407020930;289;14.2;0
STG;202407020940;576;15.0;3
STG;202407020950;432;15.3;1
STG;202407021000;296;14.8;0
STG;202407021010;274;14.8;0
STG;202407021020;264;14.5;0
STG;202407021030;383;15.1;1
STG;202407021040;782;16.1;7
STG;202407021050;1109;16.2;10
STG;202407021100;1012;16.5;8
STG;202407021110;277;15.7;1
STG;202407021120;318;15.4;1
STG;202407021130;580;16.1;4
STG;202407021140;394;15.8;1
STG;202407021150;255;15.7;0
STG;202407021200;605;16.2;2
STG;202407021210;696;16.0;5
STG;202407021220;222;15.8;0
STG;202407021230;303;15.6;0
STG;202407021240;459;16.5;0
STG;202407021250;596;16.9;3
STG;202407021300;376;16.5;0
STG;202407021310;486;17.0;0
STG;202407021320;282;16.4;0
STG;202407021330;285;16.3;0
STG;202407021340;302;16.2;0
STG;202407021350;275;16.1;0
STG;202407021400;210;15.9;0
STG;202407021410;247;15.9;0
STG;202407021420;344;16.5;0
STG;202407021430;332;16.1;0
STG;202407021440;286;16.1;0
STG;202407021450;220;16.1;0
STG;202407021500;193;15.8;0
STG;202407021510;146;15.6;0
STG;202407021520;188;15.7;0
STG;202407021530;117;15.5;0
STG;202407021540;46;15.3;0
STG;202407021550;38;15.2;0
STG;202407021600;66;14.9;0
STG;202407021610;70;14.8;0
STG;202407021620;71;14.7;0
STG;202407021630;50;14.6;0
STG;202407021640;54;14.6;0
STG;202407021650;23;14.5;0
STG;202407021700;30;14.4;0
STG;202407021710;41;14.2;0
STG;202407021720;55;13.7;0
STG;202407021730;34;12.6;0
STG;202407021740;18;12.0;0
STG;202407021750;22;11.8;0
STG;202407021800;31;11.7;0
STG;202407021810;25;11.6;0
STG;202407021820;18;11.4;0
STG;202407021830;15;11.4;0
STG;202407021840;10;11.3;0
STG;202407021850;4;11.2;0
STG;202407021900;1;11.3;0
STG;202407021910;0;11.3;0
STG;202407021920;0;11.2;0
STG;202407021930;0;11.2;0
STG;202407021940;0;11.2;0
STG;202407021950;0;11.1;0
STG;202407022000;0;11.2;0
STG;202407022010;0;11.1;0
STG;202407022020;0;11.1;0
STG;202407022030;0;11.2;0
STG;202407022040;0;11.2;0
STG;202407022050;0;11.3;0
STG;202407022100;0;11.4;0
STG;202407022110;0;11.4;0
STG;202407022120;0;11.4;0
STG;202407022130;0;11.4;0
STG;202407022140;0;11.3;0
STG;202407022150;0;11.4;0
STG;202407022200;0;11.5;0
STG;202407022210;0;11.4;0
STG;202407022220;0;11.3;0
STG;202407022230;0;11.4;0
STG;202407022240;0;11.3;0
STG;202407022250;0;11.3;0
STG;202407022300;0;11.3;0
STG;202407022310;0;11.3;0
STG;202407022320;0;11.4;0
STG;202407022330;0;11.5;0
STG;202407022340;0;11.5;0
STG;202407022350;0;11.5;0
STG;202407030000;0;11.6;0
STG;202407030010;0;11.5;0
STG;202407030020;0;11.4;0
STG;202407030030;0;11.4;0
STG;202407030040;0;11.3;0
STG;202407030050;0;11.2;0
STG;202407030100;0;11.1;0
STG;202407030110;0;11.1;0
STG;202407030120;0;11.1;0
STG;202407030130;0;10.9;0
STG;202407030140;0;10.9;0
STG;202407030150;0;10.9;0
STG;202407030200;0;10.6;0
STG;202407030210;0;10.6;0
STG;202407030220;0;10.6;0
STG;202407030230;0;10.6;0
STG;202407030240;0;10.6;0
STG;202407030250;0;10.6;0
STG;202407030300;0;10.6;0
STG;202407030310;0;10.5;0
STG;202407030320;0;10.5;0
STG;202407030330;0;10.6;0
STG;202407030340;0;10.7;0
STG;202407030350;0;10.8;0
STG;202407030400;0;10.9;0
STG;202407030410;2;11.1;0
STG;202407030420;9;11.3;0
STG;202407030430;12;11.4;0
STG;202407030440;11;11.4;0
STG;202407030450;10;11.5;0
STG;202407030500;10;11.5;0
STG;202407030510;17;11.6;0
STG;202407030520;33;11.6;0
STG;202407030530;21;11.6;0
STG;202407030540;19;11.6;0
STG;202407030550;13;11.6;0
STG;202407030600;22;11.6;0
STG;202407030610;42;11.6;0
STG;202407030620;76;11.7;0
STG;202407030630;121;11.8;0
STG;202407030640;128;12.0;0
STG;202407030650;112;12.0;0
STG;202407030700;134;12.1;0
STG;202407030710;108;12.2;0
STG;202407030720;117;12.2;0
STG;202407030730;137;12.7;0
STG;202407030740;311;13.0;0
STG;202407030750;298;12.8;0
STG;202407030800;208;13.1;0
STG;202407030810;207;13.2;0
STG;202407030820;245;13.3;0
STG;202407030830;352;13.7;0
STG;202407030840;255;13.4;0
STG;202407030850;721;14.1;7
STG;202407030900;570;14.0;5
STG;202407030910;301;14.2;0
STG;202407030920;248;14.2;0
STG;202407030930;385;14.4;0
STG;202407030940;285;14.1;0
STG;202407030950;997;15.5;10
STG;202407031000;673;15.5;5
STG;202407031010;422;15.1;0
STG;202407031020;373;15.1;0
STG;202407031030;342;15.3;1
STG;202407031040;244;14.9;0
STG;202407031050;550;15.7;1
STG;202407031100;372;15.4;0
STG;202407031110;201;15.2;0
STG;202407031120;164;14.9;0
STG;202407031130;284;15.2;0
STG;202407031140;232;14.8;0
STG;202407031150;200;14.4;0
STG;202407031200;261;14.2;0
STG;202407031210;232;14.2;0
STG;202407031220;275;14.2;0
STG;202407031230;446;14.7;0
STG;202407031240;576;15.2;0
STG;202407031250;548;15.5;1
STG;202407031300;532;15.1;1
STG;202407031310;442;15.6;0
STG;202407031320;334;15.8;0
STG;202407031330;246;15.8;0
STG;202407031340;142;14.9;0
STG;202407031350;162;15.0;0
STG;202407031400;139;14.6;0
STG;202407031410;93;14.1;0
STG;202407031420;88;13.8;0
STG;202407031430;42;13.6;0
STG;202407031440;14;12.1;0
STG;202407031450;27;11.9;0
STG;202407031500;27;11.9;0
STG;202407031510;49;11.9;0
STG;202407031520;67;12.0;0
STG;202407031530;59;11.8;0
STG;202407031540;49;11.8;0
STG;202407031550;49;11.9;0
STG;202407031600;61;12.0;0
STG;202407031610;93;12.2;0
STG;202407031620;86;12.2;0
STG;202407031630;56;12.3;0
STG;202407031640;45;12.2;0
STG;202407031650;48;12.3;0
STG;202407031700;42;12.1;0
STG;202407031710;47;12.0;0
STG;202407031720;54;12.0;0
STG;202407031730;56;11.9;0
STG;202407031740;36;11.8;0
STG;202407031750;26;11.7;0
STG;202407031800;21;11.7;0
STG;202407031810;16;11.5;0
STG;202407031820;12;11.2;0
STG;202407031830;12;11.1;0
STG;202407031840;13;11.1;0
STG;202407031850;9;11.3;0
STG;202407031900;7;11.1;0
STG;202407031910;4;11.1;0
STG;202407031920;1;11.2;0
STG;202407031930;0;11.1;0
STG;202407031940;0;11.1;0
STG;202407031950;0;11.1;0
STG;202407032000;0;11.1;0
STG;202407032010;0;11.3;0
STG;202407032020;0;11.3;0
STG;202407032030;0;11.5;0
STG;202407032040;0;11.4;0
STG;202407032050;0;11.3;0
STG;202407032100;0;11.3;0
STG;202407032110;0;11.3;0
STG;202407032120;0;11.2;0
STG;202407032130;0;11.3;0
STG;202407032140;0;11.1;0
STG;202407032150;0;11.0;0
STG;202407032200;0;11.2;0
STG;202407032210;0;11.2;0
STG;202407032220;0;11.2;0
STG;202407032230;0;11.2;0
STG;202407032240;0;11.2;0
STG;202407032250;0;11.2;0
STG;202407032300;0;11.1;0
STG;202407032310;0;11.3;0
STG;202407032320;0;11.1;0
STG;202407032330;0;11.1;0
STG;202407032340;0;11.2;0
STG;202407032350;0;11.1;0
STG;202407040000;0;11.3;0
STG;202407040010;0;11.1;0
STG;202407040020;0;11.1;0
STG;202407040030;0;11.2;0
STG;202407040040;0;11.4;0
STG;202407040050;0;11.0;0
STG;202407040100;0;11.3;0
STG;202407040110;0;11.2;0
STG;202407040120;0;11.7;0
STG;202407040130;0;11.3;0
STG;202407040140;0;11.5;0
STG;202407040150;0;11.4;0
STG;202407040200;0;11.5;0
STG;202407040210;0;11.3;0
STG;202407040220;0;11.6;0
STG;202407040230;0;11.6;0
STG;202407040240;0;11.6;0
STG;202407040250;0;11.8;0
STG;202407040300;0;12.0;0
STG;202407040310;0;11.6;0
STG;202407040320;0;11.7;0
STG;202407040330;0;11.5;0
STG;202407040340;1;11.6;0
STG;202407040350;4;11.7;0
STG;202407040400;10;11.6;0
STG;202407040410;16;11.9;0
STG;202407040420;25;11.9;0
STG;202407040430;32;12.1;0
STG;202407040440;41;12.3;0
STG;202407040450;49;12.5;0
STG;202407040500;69;12.7;0
STG;202407040510;81;12.7;0
STG;202407040520;92;12.9;0
STG;202407040530;109;13.0;0
STG;202407040540;113;13.1;0
STG;202407040550;126;13.4;0
STG;202407040600;149;13.2;0
STG;202407040610;247;13.7;1
STG;202407040620;201;13.6;0
STG;202407040630;155;13.5;0
STG;202407040640;79;13.3;0
STG;202407040650;105;13.6;0
STG;202407040700;191;13.8;0
STG;202407040710;247;14.1;0
STG;202407040720;408;14.6;7
STG;202407040730;399;14.7;3
STG;202407040740;399;15.1;3
STG;202407040750;465;15.2;3
STG;202407040800;540;15.5;5
STG;202407040810;584;15.8;6
STG;202407040820;527;15.9;3
STG;202407040830;498;15.9;1
STG;202407040840;508;16.1;0
STG;202407040850;451;16.0;0
STG;202407040900;511;16.2;2
STG;202407040910;672;17.1;6
STG;202407040920;602;16.8;4
STG;202407040930;778;17.4;9
STG;202407040940;804;17.5;10
STG;202407040950;951;17.9;10
STG;202407041000;739;18.3;4
STG;202407041010;506;18.1;0
STG;202407041020;409;17.6;0
STG;202407041030;299;17.4;0
STG;202407041040;525;18.3;0
STG;202407041050;587;18.3;1
STG;202407041100;658;19.1;3
STG;202407041110;480;18.3;1
STG;202407041120;485;19.0;0
STG;202407041130;408;18.8;1
STG;202407041140;500;18.9;2
STG;202407041150;551;19.2;2
STG;202407041200;518;19.3;2
STG;202407041210;217;18.2;0
STG;202407041220;195;17.8;0
STG;202407041230;431;18.4;0
STG;202407041240;330;18.1;0
STG;202407041250;168;17.4;0
STG;202407041300;289;17.3;0
STG;202407041310;562;18.4;3
STG;202407041320;652;19.1;6
STG;202407041330;712;19.0;7
STG;202407041340;313;18.2;1
STG;202407041350;537;19.5;4
STG;202407041400;407;18.8;1
STG;202407041410;131;18.3;0
STG;202407041420;284;18.3;0
STG;202407041430;204;18.1;0
STG;202407041440;199;18.1;0
STG;202407041450;250;18.5;0
STG;202407041500;136;18.4;0
STG;202407041510;158;18.4;0
STG;202407041520;145;18.3;0
STG;202407041530;246;18.6;0
STG;202407041540;167;18.5;0
STG;202407041550;133;18.4;0
STG;202407041600;79;18.4;0
STG;202407041610;130;18.2;0
STG;202407041620;246;18.2;0
STG;202407041630;318;18.3;2
STG;202407041640;325;18.3;5
STG;202407041650;236;17.9;1
STG;202407041700;213;18.2;0
STG;202407041710;167;18.0;0
STG;202407041720;201;18.4;2
STG;202407041730;300;18.8;10
STG;202407041740;245;19.0;10
STG;202407041750;90;18.1;0
STG;202407041800;71;17.8;0
STG;202407041810;71;17.8;0
STG;202407041820;58;17.5;0
STG;202407041830;37;17.6;0
STG;202407041840;36;17.5;0
STG;202407041850;18;17.3;0
STG;202407041900;11;17.0;0
STG;202407041910;9;17.3;0
STG;202407041920;10;17.1;0
STG;202407041930;2;16.9;0
STG;202407041940;0;16.2;0
STG;202407041950;0;16.1;0
STG;202407042000;0;15.5;0
STG;202407042010;0;15.9;0
STG;202407042020;0;15.8;0
STG;202407042030;0;16.0;0
STG;202407042040;0;15.9;0
STG;202407042050;0;15.9;0
STG;202407042100;0;15.8;0
STG;202407042110;0;15.9;0
STG;202407042120;0;15.9;0
STG;202407042130;0;15.7;0
STG;202407042140;0;15.9;0
STG;202407042150;0;15.6;0
STG;202407042200;0;15.8;0
STG;202407042210;0;15.9;0
STG;202407042220;0;16.2;0
STG;202407042230;0;16.2;0
STG;202407042240;0;16.0;0
STG;202407042250;0;15.8;0
STG;202407042300;0;15.5;0
STG;202407042310;0;15.8;0
STG;202407042320;0;15.7;0
STG;202407042330;0;15.8;0
STG;202407042340;0;15.1;0
STG;202407042350;0;15.1;0
STG;202407050000;0;14.8;0
STG;202407050010;0;15.0;0
STG;202407050020;0;15.1;0
STG;202407050030;0;15.1;0
STG;202407050040;0;16.0;0
STG;202407050050;0;15.8;0
STG;202407050100;0;15.9;0
STG;202407050110;0;15.9;0
STG;202407050120;0;15.7;0
STG;202407050130;0;15.8;0
STG;202407050140;0;16.0;0
STG;202407050150;0;16.0;0
STG;202407050200;0;15.6;0
STG;202407050210;0;15.5;0
STG;202407050220;0;15.3;0
STG;202407050230;0;15.1;0
STG;202407050240;0;15.2;0
STG;202407050250;0;15.0;0
STG;202407050300;0;14.9;0
STG;202407050310;0;14.9;0
STG;202407050320;0;14.9;0
STG;202407050330;0;14.8;0
STG;202407050340;0;14.7;0
STG;202407050350;0;14.6;0
STG;202407050400;1;14.6;0
STG;202407050410;3;14.4;0
STG;202407050420;6;14.5;0
STG;202407050430;10;14.6;0
STG;202407050440;16;14.6;0
STG;202407050450;24;14.6;0
STG;202407050500;31;14.7;0
STG;202407050510;29;14.6;0
STG;202407050520;27;14.8;0
STG;202407050530;45;14.8;0
STG;202407050540;71;14.9;0
STG;202407050550;130;15.1;0
STG;202407050600;186;15.1;2
STG;202407050610;306;15.5;9
STG;202407050620;306;15.3;8
STG;202407050630;276;15.8;8
STG;202407050640;157;15.2;0
STG;202407050650;157;15.5;0
STG;202407050700;158;15.9;0
STG;202407050710;152;15.7;0
STG;202407050720;193;15.8;0
STG;202407050730;405;17.2;4
STG;202407050740;532;16.9;7
STG;202407050750;729;18.3;9
STG;202407050800;426;17.0;4
STG;202407050810;666;18.3;9
STG;202407050820;671;16.9;9
STG;202407050830;412;17.0;4
STG;202407050840;640;17.7;8
STG;202407050850;876;18.1;10
STG;202407050900;708;18.1;7
STG;202407050910;668;17.9;6
STG;202407050920;852;19.6;9
STG;202407050930;918;19.0;10
STG;202407050940;752;18.3;9
STG;202407050950;758;18.8;10
STG;202407051000;876;18.7;10
STG;202407051010;909;18.8;10
STG;202407051020;907;19.0;10
STG;202407051030;817;18.8;10
STG;202407051040;926;18.9;10
STG;202407051050;936;19.4;10
STG;202407051100;896;19.8;10
STG;202407051110;938;20.0;10
STG;202407051120;929;19.4;10
STG;202407051130;868;19.9;10
STG;202407051140;704;19.7;10
STG;202407051150;637;20.0;9
STG;202407051200;790;20.0;10
STG;202407051210;738;20.2;10
STG;202407051220;837;20.7;10
STG;202407051230;845;20.4;10
STG;202407051240;954;20.0;10
STG;202407051250;743;20.3;10
STG;202407051300;757;21.1;10
STG;202407051310;801;21.1;10
STG;202407051320;648;21.2;8
STG;202407051330;608;21.2;9
STG;202407051340;684;21.8;10
STG;202407051350;646;21.5;10
STG;202407051400;608;21.4;10
STG;202407051410;592;21.7;10
STG;202407051420;493;20.4;9
STG;202407051430;508;20.8;10
STG;202407051440;587;21.4;10
STG;202407051450;503;20.9;10
STG;202407051500;513;20.6;9
STG;202407051510;453;20.5;8
STG;202407051520;452;20.7;7
STG;202407051530;347;20.7;0
STG;202407051540;330;20.3;0
STG;202407051550;360;20.8;1
STG;202407051600;296;20.3;0
STG;202407051610;267;20.1;0
STG;202407051620;236;20.0;0
STG;202407051630;226;19.9;0
STG;202407051640;206;19.9;0
STG;202407051650;193;19.7;0
STG;202407051700;185;19.7;0
STG;202407051710;181;19.6;0
STG;202407051720;168;19.4;0
STG;202407051730;135;19.4;0
STG;202407051740;106;19.7;0
STG;202407051750;80;19.2;0
STG;202407051800;59;19.2;0
STG;202407051810;46;19.0;0
STG;202407051820;37;18.8;0
STG;202407051830;27;18.7;0
STG;202407051840;18;18.5;0
STG;202407051850;13;18.1;0
STG;202407051900;18;18.4;2
STG;202407051910;4;18.3;0
STG;202407051920;1;18.1;0
STG;202407051930;0;18.3;0
STG;202407051940;0;18.0;0
STG;202407051950;0;18.5;0
STG;202407052000;0;17.9;0
STG;202407052010;0;18.4;0
STG;202407052020;0;18.7;0
STG;202407052030;0;18.3;0
STG;202407052040;0;18.1;0
STG;202407052050;0;17.7;0
STG;202407052100;0;17.8;0
STG;202407052110;0;18.0;0
STG;202407052120;0;17.7;0
STG;202407052130;0;18.3;0
STG;202407052140;0;17.7;0
STG;202407052150;0;17.6;0
STG;202407052200;0;17.6;0
STG;202407052210;0;17.4;0
STG;202407052220;0;17.2;0
STG;202407052230;0;17.0;0
STG;202407052240;0;17.7;0
STG;202407052250;0;17.5;0
STG;202407052300;0;17.5;0
STG;202407052310;0;17.4;0
STG;202407052320;0;17.2;0
STG;202407052330;0;17.2;0
STG;202407052340;0;17.3;0
STG;202407052350;0;17.1;0
STG;202407060000;0;17.6;0
STG;202407060010;0;16.9;0
STG;202407060020;0;17.3;0
STG;202407060030;0;17.6;0
STG;202407060040;0;17.5;0
STG;202407060050;0;18.2;0
STG;202407060100;0;17.5;0
STG;202407060110;0;16.5;0
STG;202407060120;0;17.7;0
STG;202407060130;0;18.0;0
STG;202407060140;0;17.4;0
STG;202407060150;0;17.4;0
STG;202407060200;0;17.6;0
STG;202407060210;0;17.9;0
STG;202407060220;0;17.8;0
STG;202407060230;0;17.2;0
STG;202407060240;0;17.2;0
STG;202407060250;0;17.5;0
STG;202407060300;0;18.1;0
STG;202407060310;0;17.9;0
STG;202407060320;0;16.9;0
STG;202407060330;0;19.8;0
STG;202407060340;3;17.7;0
STG;202407060350;10;17.9;0
STG;202407060400;23;18.9;0
STG;202407060410;41;18.8;5
STG;202407060420;34;18.1;1
STG;202407060430;57;18.5;6
STG;202407060440;54;17.7;2
STG;202407060450;78;17.8;5
STG;202407060500;107;18.3;7
STG;202407060510;170;19.4;10
STG;202407060520;208;19.6;10
STG;202407060530;222;19.9;10
STG;202407060540;258;20.2;10
STG;202407060550;273;20.4;9
STG;202407060600;298;20.3;10
STG;202407060610;354;22.0;10
STG;202407060620;382;21.6;10
STG;202407060630;338;21.4;9
STG;202407060640;407;21.3;10
STG;202407060650;483;21.8;10
STG;202407060700;483;21.9;10
STG;202407060710;506;22.0;10
STG;202407060720;505;22.0;10
STG;202407060730;537;21.5;10
STG;202407060740;531;21.8;10
STG;202407060750;563;21.8;10
STG;202407060800;468;21.5;10
STG;202407060810;516;21.6;10
STG;202407060820;398;21.5;6
STG;202407060830;672;22.4;10
STG;202407060840;544;21.9;10
STG;202407060850;509;21.4;8
STG;202407060900;814;22.4;10
STG;202407060910;804;22.6;10
STG;202407060920;825;23.0;10
STG;202407060930;890;22.5;10
STG;202407060940;829;23.0;9
STG;202407060950;765;22.8;9
STG;202407061000;953;23.9;10
STG;202407061010;928;23.7;10
STG;202407061020;959;23.4;10
STG;202407061030;718;23.0;6
STG;202407061040;516;22.3;4
STG;202407061050;938;23.8;10
STG;202407061100;696;23.4;7
STG;202407061110;587;24.2;5
STG;202407061120;532;23.9;2
STG;202407061130;375;23.2;0
STG;202407061140;280;23.1;0
STG;202407061150;184;22.7;0
STG;202407061200;52;22.1;0
STG;202407061210;26;21.7;0
STG;202407061220;11;19.8;0
STG;202407061230;11;18.5;0
STG;202407061240;30;17.3;0
STG;202407061250;67;17.1;0
STG;202407061300;41;17.2;0
STG;202407061310;18;17.4;0
STG;202407061320;40;17.1;0
STG;202407061330;66;17.1;0
STG;202407061340;99;17.2;0
STG;202407061350;64;17.1;0
STG;202407061400;122;17.4;0
STG;202407061410;147;17.8;0
STG;202407061420;189;17.9;0
STG;202407061430;110;17.8;0
STG;202407061440;22;17.4;0
STG;202407061450;27;16.8;0
STG;202407061500;100;16.6;0
STG;202407061510;105;16.5;0
STG;202407061520;185;16.8;0
STG;202407061530;220;16.9;0
STG;202407061540;176;16.9;0
STG;202407061550;182;17.0;0
STG;202407061600;152;17.5;0
STG;202407061610;115;17.5;0
STG;202407061620;77;17.7;0
STG;202407061630;86;17.7;0
STG;202407061640;84;17.4;0
STG;202407061650;92;17.3;0
STG;202407061700;131;17.4;0
STG;202407061710;48;17.5;0
STG;202407061720;8;17.6;0
STG;202407061730;0;17.2;0
STG;202407061740;0;15.6;0
STG;202407061750;0;14.9;0
STG;202407061800;1;14.6;0
STG;202407061810;2;14.5;0
STG;202407061820;8;14.6;0
STG;202407061830;9;14.6;0
STG;202407061840;15;14.7;0
STG;202407061850;10;14.4;0
STG;202407061900;2;14.5;0
STG;202407061910;1;14.7;0
STG;202407061920;0;14.5;0
STG;202407061930;0;14.3;0
STG;202407061940;0;14.3;0
STG;202407061950;0;14.4;0
STG;202407062000;0;14.6;0
STG;202407062010;0;14.5;0
STG;202407062020;0;14.8;0
STG;202407062030;0;14.7;0
STG;202407062040;0;14.4;0
STG;202407062050;0;14.1;0
STG;202407062100;0;14.0;0
STG;202407062110;0;14.0;0
STG;202407062120;0;13.9;0
STG;202407062130;0;14.0;0
STG;202407062140;0;14.3;0
STG;202407062150;0;14.3;0
STG;202407062200;0;14.2;0
STG;202407062210;0;14.3;0
STG;202407062220;0;14.1;0
STG;202407062230;0;14.2;0
STG;202407062240;0;13.8;0
STG;202407062250;0;13.7;0
STG;202407062300;0;13.6;0
STG;202407062310;0;13.5;0
STG;202407062320;0;13.4;0
STG;202407062330;0;13.3;0
STG;202407062340;0;13.5;0
STG;202407062350;0;13.3;0
STG;202407070000;0;13.3;0
STG;202407070010;0;13.1;0
STG;202407070020;0;13.1;0
STG;202407070030;0;13.0;0
STG;202407070040;0;13.0;0
STG;202407070050;0;13.0;0
STG;202407070100;0;13.1;0
STG;202407070110;0;13.2;0
STG;202407070120;0;13.1;0
STG;202407070130;0;13.3;0
STG;202407070140;0;13.3;0
STG;202407070150;0;13.3;0
STG;202407070200;0;13.3;0
STG;202407070210;0;13.3;0
STG;202407070220;0;13.3;0
STG;202407070230;0;13.3;0
STG;202407070240;0;13.2;0
STG;202407070250;0;13.2;0
STG;202407070300;0;13.1;0
STG;202407070310;0;13.0;0
STG;202407070320;0;12.9;0
STG;202407070330;0;12.7;0
STG;202407070340;0;11.6;0
STG;202407070350;0;11.3;0
STG;202407070400;0;10.9;0
STG;202407070410;0;10.6;0
STG;202407070420;0;10.5;0
STG;202407070430;0;10.5;0
STG;202407070440;2;10.4;0
STG;202407070450;3;10.5;0
STG;202407070500;4;10.5;0
STG;202407070510;6;10.4;0
STG;202407070520;8;10.7;0
STG;202407070530;10;10.4;0
STG;202407070540;13;10.2;0
